,Unnamed: 0,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE
203,203,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_fright.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf1b0>,t,-2.679622946645459
204,204,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_go_right.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf1f0>,t,-2.679622946645459
205,205,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_forwardness.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf230>,t,-2.679622946645459
206,206,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_turn_left.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf270>,t,-2.679622946645459
207,207,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_stop.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf2b0>,t,-2.679622946645459
208,208,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_write.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf2f0>,t,-2.679622946645459
209,209,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_grith.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf330>,t,-2.679622946645459
210,210,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_move_backward.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf370>,t,-2.679622946645459
211,211,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_don_t_go_backward.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf3b0>,t,-2.679622946645459
212,212,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_go_away.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf3f0>,t,-2.679622946645459
213,213,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_air_fright.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf430>,t,-2.679622946645459
214,214,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_right_away.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf470>,t,-2.679622946645459
215,215,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17/f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17_bad_word.wav,f27e4adc-c26a-4463-9c5c-2fccf152d575_2020-08-19_20-10-17,50-53,german,male,<Swig Object of type 'Metadata *' at 0x17ebdf4b0>,t,-2.679622946645459
216,216,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf530>,more left,-19.76520269817881
217,217,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_placard.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf030>,placed,-16.854720008120516
218,218,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_backward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf570>,more backward,-14.73024942237923
219,219,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drawback.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf5b0>,true,-4.8905052227403765
220,220,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_manufactured.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf5f0>,many sectors,-24.237373851024984
221,221,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_scan_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf630>,skin right,-24.85102449696224
222,222,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_turn_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf670>,then right,-11.037112911014528
223,223,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_byte.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf6b0>,but,-18.654831268375922
224,224,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf6f0>,best,-16.46843860546189
225,225,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf730>,go lest,-28.56329702803123
226,226,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_theft.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf770>,but,-16.680735804623176
227,227,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_felt.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf7b0>,felt,-20.079276474168648
228,228,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_right_hander.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf7f0>,right and,-25.208053904790013
229,229,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_backward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf830>,dry backboard,-24.593321843005754
230,230,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_backwardness.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf870>,it was miss,-7.396675167386
231,231,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_wright.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf8b0>,right,-17.33130707713408
232,232,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_right_away.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf8f0>,right away,-13.977588376377447
233,233,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_back.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf930>,confect,-19.362966015253967
234,234,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_air_fright.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf970>,a fright,-15.066612423264576
235,235,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_on.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf9b0>,gone,-15.209983898463001
236,236,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdf9f0>,drive right,-23.451390238380924
237,237,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_forward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfa30>,dry forward,-25.12591468976651
238,238,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_turn_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfa70>,then lest,-21.509988204469963
239,239,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfab0>,don't go right,-16.050650811244267
240,240,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_clefting.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfaf0>,lifting,-12.398878067567807
241,241,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_backward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfb30>,a backward,-17.11760606354109
242,242,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_backward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfb70>,don't go backward,-18.095251206891547
243,243,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfbb0>,don't go lest,-32.22316190755762
244,244,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfbf0>,a right,-10.960021249056481
245,245,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_forward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfc30>,more forward,-18.142455386722673
246,246,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_straightforward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfc70>,straight forward,-13.186026034802701
247,247,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_forward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfcb0>,don't go forward,-16.7052789575607
248,248,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_scan_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfcf0>,skin left,-20.687270275321524
249,249,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_left_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfd30>,this trip,-8.277164093172416
250,250,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_backward.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfd70>,backward,-10.00977821480354
251,251,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_leftmost.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfdb0>,the most,-13.3846428092588
252,252,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_away.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfdf0>,go away,-16.324390614957316
253,253,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_stop.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfe30>,stop,-12.623244474335134
254,254,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_forwardness.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfe70>,conness,-11.922347415284577
255,255,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_fright.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfeb0>,christ,-12.987264890107355
256,256,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_left.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdfef0>,drive left,-22.9533573342964
257,257,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_right.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdff30>,right,-17.28114666911406
258,258,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_rightmost.wav,6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36,30-33,german,female,<Swig Object of type 'Metadata *' at 0x17ebdff70>,with most,-17.7599532470962
