,Unnamed: 0,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE
235,235,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_on.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb5b0>,gone,-15.209983898463001
236,236,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb5f0>,drive right,-23.451390238380924
237,237,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb630>,dry forward,-25.12591468976651
238,238,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_turn_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb670>,then lest,-21.509988204469963
239,239,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb6b0>,don't go right,-16.050650811244267
240,240,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_clefting.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb6f0>,lifting,-12.398878067567807
241,241,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb730>,a backward,-17.11760606354109
242,242,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb770>,don't go backward,-18.095251206891547
243,243,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb7b0>,don't go lest,-32.22316190755762
244,244,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb7f0>,a right,-10.960021249056481
245,245,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_move_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb830>,more forward,-18.142455386722673
246,246,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_straightforward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb870>,straight forward,-13.186026034802701
247,247,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_don_t_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb8b0>,don't go forward,-16.7052789575607
248,248,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_scan_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb8f0>,skin left,-20.687270275321524
249,249,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_left_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb930>,this trip,-8.277164093172416
250,250,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb970>,backward,-10.00977821480354
251,251,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_leftmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb9b0>,the most,-13.3846428092588
252,252,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_away.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eb9f0>,go away,-16.324390614957316
253,253,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_stop.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eba30>,stop,-12.623244474335134
254,254,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_forwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eba70>,conness,-11.922347415284577
255,255,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebab0>,christ,-12.987264890107355
256,256,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebaf0>,drive left,-22.9533573342964
257,257,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebb30>,right,-17.28114666911406
258,258,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_rightmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebb70>,with most,-17.7599532470962
259,259,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_left_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebbb0>,left hander,-18.807864833570505
260,260,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebbf0>,a right,-17.235870114565515
261,261,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebc30>,had,-17.44855100370192
262,262,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_right_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebc70>,but lest,-18.37685437940994
263,263,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_grith.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebcb0>,girt,-19.03065889762655
264,264,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_write.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebcf0>,right,-17.847962999070116
265,265,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_your_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebd30>,your word,-17.0899450023263
266,266,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_do_a_barrel_roll.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebd70>,do thereon,-0.11585401616468971
267,267,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebdb0>,go forward,-12.14564430209061
268,268,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_drive_ahead.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebdf0>,braehead,-9.899641804841735
269,269,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36/6ad807d1-3178-4dc4-8100-1a9c155eebee_2020-08-20_11-00-36_bad_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebe30>,bad words,-12.617269028743145
270,270,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/1cf6ddf4-d244-41f2-9a1e-d7c391ac3f99_2020-08-20_08-44-14/1cf6ddf4-d244-41f2-9a1e-d7c391ac3f99_2020-08-20_08-44-14_don_t_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebe70>,to go forward,-10.80214306703111
271,271,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/1cf6ddf4-d244-41f2-9a1e-d7c391ac3f99_2020-08-20_08-44-14/1cf6ddf4-d244-41f2-9a1e-d7c391ac3f99_2020-08-20_08-44-14_forwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebeb0>,i,-6.774855175550844
272,272,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_leftmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebef0>,left most,-28.984192442325877
273,273,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebf30>,dick what,-16.030536499481563
274,274,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_don_t_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebf70>,don't go by road,-12.080410814342642
275,275,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_move_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ebfb0>,muller,-5.497736182528655
276,276,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_wright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec030>,right,-15.680430555069872
277,277,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_don_t_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec070>,don't go forward,-10.364340389445466
278,278,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_go_back.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec0b0>,go back,-11.15717087818874
279,279,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_straightforward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec0f0>,straight forward,-6.678964076489713
280,280,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_turn_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec130>,the aneroid,-3.9651423098868364
281,281,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_scan_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec170>,stannard,-2.9656276902907734
282,282,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_don_t_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec1b0>,don't go if,-18.99027418830312
283,283,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_stop.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec1f0>,stop,-15.005517194672048
284,284,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec230>,go lest,-21.22917437025535
285,285,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec270>,go back go,-15.875938462720889
286,286,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_bad_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec2b0>,but we,-10.41049194891449
287,287,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_air_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec2f0>,her word,-8.548052813961132
288,288,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec330>,white,-16.235660931460934
289,289,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_right_away.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec370>,ride a,-20.915670840150597
290,290,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_do_a_barrel_roll.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852ec3b0>,they were baron,-4.5749861622605295
