,Unnamed: 0,Unnamed: 0.1,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE,RESULT
358,358,358,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe18f0>,it backward,-6.124136423326409,0
359,359,359,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_bad_word.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1930>,bad wood,-22.70882736143577,0
360,360,360,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1970>,go forward,-17.311623687466586,1
361,361,361,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe19b0>,don't go backward,-13.34942448570014,1
362,362,362,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe19f0>,go lest,-20.602314705338358,0
363,363,363,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_scan_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1a30>,skin left,-21.68741618749193,0
364,364,364,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1a70>,don't go forward,-17.539910877421537,1
365,365,365,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_your_word.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1ab0>,you would,-14.260189033597063,0
366,366,366,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_do_a_barrel_roll.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1af0>,to baron,-10.29825732720657,0
367,367,367,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1b30>,a right,-12.073201409578942,0
368,368,368,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1b70>,dungaree,-12.534729581949575,0
369,369,369,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_forwardness.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1bb0>,forwardness,-19.265427935962734,1
370,370,370,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1bf0>,the forward,-10.349088001466008,0
371,371,371,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_manufactured.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1c30>,men affected,-20.30718526030517,0
372,372,372,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_back.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1c70>,go back,-17.651460753219258,1
373,373,373,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_left_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1cb0>,left right,-15.700200598280325,1
374,374,374,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_rightmost.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1cf0>,right must,-24.231804754911103,0
375,375,375,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_wright.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1d30>,right,-18.06490387889189,0
376,376,376,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1d70>,a good,-17.830869754185365,0
377,377,377,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_leftmost.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1db0>,left most,-25.829145979313182,0
378,378,378,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_backwardness.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1df0>,backwardness,-14.671588320246528,1
379,379,379,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_right_hander.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female,<Swig Object of type 'Metadata *' at 0x17ebe1e30>,right in,-18.06082227805886,0
380,380,380,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_move_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1e70>,move right,-20.75444637219556,1
381,381,381,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_don_t_go_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1eb0>,don't go right,-17.710279679347295,1
382,382,382,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_forward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1ef0>,poet,-16.098020872846178,0
383,383,383,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_move_left.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1f30>,move left,-24.478931035437718,1
384,384,384,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_manufactured.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1f70>,manufactures,-12.11111809455983,0
385,385,385,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_don_t_go_forward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe1fb0>,don't go forward,-18.219031894877592,1
386,386,386,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_drive_backward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2030>,drive back up,-18.187541402992263,0
387,387,387,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_left.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2070>,left,-19.253045923111404,1
388,388,388,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_byte.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe20b0>,but,-19.37759421069007,0
389,389,389,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_turn_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe20f0>,turn right,-18.337808427072044,1
390,390,390,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_don_t_go_backward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2130>,don't go back work,-28.109026839982064,0
391,391,391,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_go_backward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2170>,do backwards,-14.606553069092676,0
392,392,392,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_go_left.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe21b0>,go,-9.768813396076922,0
393,393,393,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_leftmost.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe21f0>,left mont,-23.835091591369988,0
394,394,394,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_right_away.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2230>,right away,-12.027780255649908,1
395,395,395,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_rightmost.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2270>,right most,-25.732396587791904,0
397,397,397,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_go_away.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe22f0>,go away,-15.990380490750773,1
398,398,398,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_drawback.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2330>,fraid,-10.703827717956806,0
399,399,399,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_drive_forward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2370>,dry forward,-22.258687135445218,0
400,400,400,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_rightmost.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe23b0>,right on,-12.277213836958113,0
401,401,401,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_drive_backward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe23f0>,resting for,-12.355436517942664,0
402,402,402,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_air_fright.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2430>,right,-10.810404443467087,0
404,404,404,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_right_away.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe24b0>,ride away,-16.202925469540705,0
406,406,406,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_your_word.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2530>,you'll ,-16.21928515084323,0
407,407,407,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_straightforward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2570>,straight followed,-17.145387066190338,0
408,408,408,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_scan_left.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe25b0>,can,-11.538154038589314,0
409,409,409,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_move_forward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe25f0>,you forward,-12.680369574087381,0
410,410,410,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_turn_right.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2630>,to right,-11.831095537205552,0
411,411,411,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_scan_right.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2670>,can ride,-11.842150172813788,0
412,412,412,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_go_backward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe26b0>,i beg,-3.0143414270620745,0
413,413,413,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_go_on.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe26f0>,on,-11.869623043661981,0
414,414,414,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24/d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24_move_backward.wav,d17e8d02-db1f-4c83-9e0d-719d2a50721a_2020-08-20_21-01-24,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe2730>,move backwards,-16.83361602885649,0
